Año;Mes;CodCliente;codproducto;mercado;Pais;MontoUSD
2009;5;C0031;FRU0016;CHILE;CHILE;68
2009;5;C0031;FRU0003;CHILE;CHILE;1023
2009;5;C0031;FRU0039;CHILE;CHILE;948
2009;5;C0031;FRU0021;CHILE;CHILE;104
2009;5;C0031;FRU0003;CHILE;CHILE;99
2009;5;C0032;FRU0015;CHILE;CHILE;10
2009;5;C0032;FRU0009;CHILE;CHILE;10
2009;5;C0032;FRU0003;CHILE;CHILE;10
2009;5;C0032;FRU0016;CHILE;CHILE;10
2009;5;C0032;FRU0030;CHILE;CHILE;10
2009;5;C0032;FRU0029;CHILE;CHILE;10
2009;5;C0032;FRU0010;CHILE;CHILE;10
2009;5;C0032;FRU0021;CHILE;CHILE;10
2009;5;C0032;FRU0024;CHILE;CHILE;10
2009;5;C0032;FRU0028;CHILE;CHILE;10
2009;5;C0032;FRU0020;CHILE;CHILE;10
2009;5;C0032;FRU0027;CHILE;CHILE;10
2009;5;C0121;FRU0003;CHILE;CHILE;1465
2009;5;C0121;FRU0032;CHILE;CHILE;388
2009;5;C0085;FRU0006;CHILE;CHILE;181
2009;5;C0085;FRU0003;CHILE;CHILE;726
2009;5;C0085;FRU0015;CHILE;CHILE;925
2009;5;C0085;FRU0003;CHILE;CHILE;749
2009;5;C0085;FRU0018;CHILE;CHILE;749
2009;5;C0085;FRU0020;CHILE;CHILE;624
2009;5;C0085;FRU0021;CHILE;CHILE;1538
2009;5;C0085;FRU0016;CHILE;CHILE;563
2009;5;C0085;FRU0023;CHILE;CHILE;1640
2009;5;C0085;FRU0023;CHILE;CHILE;1202
2009;5;C0085;FRU0030;CHILE;CHILE;1499
2009;5;C0085;FRU0039;CHILE;CHILE;5387
2009;5;C0085;FRU0004;CHILE;CHILE;769
2009;5;C0085;FRU0009;CHILE;CHILE;256
2009;5;C0085;FRU0003;CHILE;CHILE;908
2009;5;C0085;FRU0002;CHILE;CHILE;749
2009;5;C0085;FRU0005;CHILE;CHILE;1362
2009;5;C0085;FRU0017;CHILE;CHILE;374
2009;5;C0036;FRU0039;CHILE;CHILE;1683
2009;5;C0036;FRU0003;CHILE;CHILE;227
2009;5;C0035;FRU0039;CHILE;CHILE;156
2009;5;C0035;FRU0016;CHILE;CHILE;45
2009;5;C0035;FRU0006;CHILE;CHILE;39
2009;6;C0031;FRU0005;CHILE;CHILE;528
2009;6;C0031;FRU0002;CHILE;CHILE;132
2009;6;C0031;FRU0006;CHILE;CHILE;33
2009;6;C0031;FRU0023;CHILE;CHILE;381
2009;6;C0031;FRU0004;CHILE;CHILE;207
2009;6;C0031;FRU0021;CHILE;CHILE;207
2009;6;C0031;FRU0009;CHILE;CHILE;34
2009;6;C0031;FRU0003;CHILE;CHILE;792
2009;6;C0031;FRU0016;CHILE;CHILE;34
2009;6;C0032;FRU0009;CHILE;CHILE;269
2009;6;C0032;FRU0005;CHILE;CHILE;404
2009;6;C0032;FRU0002;CHILE;CHILE;107
2009;6;C0032;FRU0006;CHILE;CHILE;107
2009;6;C0032;FRU0017;CHILE;CHILE;60
2009;6;C0032;FRU0018;CHILE;CHILE;151
2009;6;C0032;FRU0019;CHILE;CHILE;60
2009;6;C0032;FRU0029;CHILE;CHILE;5
2009;6;C0032;FRU0030;CHILE;CHILE;5
2009;6;C0032;FRU0016;CHILE;CHILE;5
2009;6;C0032;FRU0003;CHILE;CHILE;5
2009;6;C0032;FRU0009;CHILE;CHILE;5
2009;6;C0032;FRU0015;CHILE;CHILE;5
2009;6;C0032;FRU0004;CHILE;CHILE;366
2009;6;C0032;FRU0015;CHILE;CHILE;539
2009;6;C0085;FRU0030;CHILE;CHILE;1499
2009;6;C0085;FRU0002;CHILE;CHILE;4086
2009;6;C0085;FRU0002;CHILE;CHILE;1498
2009;6;C0085;FRU0003;CHILE;CHILE;2498
2009;6;C0085;FRU0005;CHILE;CHILE;5448
2009;6;C0085;FRU0018;CHILE;CHILE;749
2009;6;C0085;FRU0017;CHILE;CHILE;498
2009;6;C0085;FRU0020;CHILE;CHILE;1248
2009;6;C0085;FRU0009;CHILE;CHILE;607
2009;6;C0085;FRU0023;CHILE;CHILE;1849
2009;6;C0085;FRU0003;CHILE;CHILE;1362
2009;6;C0085;FRU0003;CHILE;CHILE;363
2009;6;C0085;FRU0009;CHILE;CHILE;256
2009;6;C0085;FRU0016;CHILE;CHILE;256
2009;6;C0085;FRU0021;CHILE;CHILE;769
2009;6;C0085;FRU0004;CHILE;CHILE;769
2009;6;C0085;FRU0023;CHILE;CHILE;1025
2009;6;C0085;FRU0015;CHILE;CHILE;1387
2009;6;C0085;FRU0021;CHILE;CHILE;1156
2009;7;C0122;FRU0009;CHILE;CHILE;368
2009;7;C0031;FRU0006;CHILE;CHILE;99
2009;7;C0031;FRU0059;CHILE;CHILE;66
2009;7;C0031;FRU0023;CHILE;CHILE;277
2009;7;C0031;FRU0004;CHILE;CHILE;207
2009;7;C0031;FRU0021;CHILE;CHILE;138
2009;7;C0031;FRU0009;CHILE;CHILE;138
2009;7;C0031;FRU0016;CHILE;CHILE;34
2009;7;C0031;FRU0034;CHILE;CHILE;858
2009;7;C0031;FRU0039;CHILE;CHILE;474
2009;7;C0031;FRU0003;CHILE;CHILE;66
2009;7;C0036;FRU0021;CHILE;CHILE;51
2009;7;C0036;FRU0023;CHILE;CHILE;102
2009;7;C0036;FRU0005;CHILE;CHILE;454
2009;7;C0036;FRU0002;CHILE;CHILE;45
2009;7;C0036;FRU0039;CHILE;CHILE;1010
2009;7;C0032;FRU0023;CHILE;CHILE;808
2009;7;C0032;FRU0009;CHILE;CHILE;673
2009;7;C0032;FRU0003;CHILE;CHILE;539
2009;7;C0032;FRU0005;CHILE;CHILE;672
2009;7;C0032;FRU0002;CHILE;CHILE;672
2009;7;C0032;FRU0006;CHILE;CHILE;269
2009;7;C0032;FRU0017;CHILE;CHILE;150
2009;7;C0032;FRU0018;CHILE;CHILE;75
2009;7;C0032;FRU0019;CHILE;CHILE;226
2009;7;C0032;FRU0004;CHILE;CHILE;183
2009;7;C0032;FRU0023;CHILE;CHILE;183
2009;7;C0032;FRU0027;CHILE;CHILE;10
2009;7;C0032;FRU0020;CHILE;CHILE;10
2009;7;C0032;FRU0028;CHILE;CHILE;10
2009;7;C0032;FRU0024;CHILE;CHILE;10
2009;7;C0032;FRU0021;CHILE;CHILE;10
2009;7;C0032;FRU0010;CHILE;CHILE;10
2009;7;C0032;FRU0029;CHILE;CHILE;10
2009;7;C0032;FRU0030;CHILE;CHILE;10
2009;7;C0032;FRU0016;CHILE;CHILE;10
2009;7;C0032;FRU0003;CHILE;CHILE;10
2009;7;C0032;FRU0009;CHILE;CHILE;10
2009;7;C0032;FRU0015;CHILE;CHILE;10
2009;7;C0032;FRU0030;CHILE;CHILE;151
2009;7;C0032;FRU0002;CHILE;CHILE;151
2009;7;C0032;FRU0039;CHILE;CHILE;1045
2009;7;C0032;FRU0003;CHILE;CHILE;151
2009;7;C0035;FRU0009;CHILE;CHILE;455
2009;7;C0035;FRU0004;CHILE;CHILE;455
2009;7;C0035;FRU0009;CHILE;CHILE;455
2009;7;C0035;FRU0021;CHILE;CHILE;455
2009;7;C0035;FRU0016;CHILE;CHILE;455
2009;7;C0035;FRU0006;CHILE;CHILE;396
2009;7;C0035;FRU0039;CHILE;CHILE;2622
2009;7;C0085;FRU0009;CHILE;CHILE;512
2009;7;C0085;FRU0023;CHILE;CHILE;1281
2009;7;C0085;FRU0004;CHILE;CHILE;1025
2009;7;C0085;FRU0021;CHILE;CHILE;1025
2009;7;C0085;FRU0016;CHILE;CHILE;512
2009;7;C0085;FRU0003;CHILE;CHILE;1249
2009;7;C0085;FRU0059;CHILE;CHILE;2270
2009;7;C0085;FRU0003;CHILE;CHILE;231
2009;7;C0085;FRU0006;CHILE;CHILE;363
2009;7;C0085;FRU0002;CHILE;CHILE;4540
2009;7;C0085;FRU0003;CHILE;CHILE;2270
2009;7;C0085;FRU0002;CHILE;CHILE;374
2009;7;C0085;FRU0005;CHILE;CHILE;4540
2009;7;C0085;FRU0009;CHILE;CHILE;182
2009;7;C0031;FRU0005;CHILE;CHILE;330
2009;7;C0031;FRU0002;CHILE;CHILE;429
2009;7;C0031;FRU0038;CHILE;CHILE;33
2009;8;C0031;FRU0058;CHILE;CHILE;429
2009;8;C0031;FRU0023;CHILE;CHILE;277
2009;8;C0031;FRU0004;CHILE;CHILE;172
2009;8;C0031;FRU0021;CHILE;CHILE;138
2009;8;C0031;FRU0034;CHILE;CHILE;990
2009;8;C0031;FRU0039;CHILE;CHILE;474
2009;8;C0031;FRU0059;CHILE;CHILE;99
2009;8;C0032;FRU0058;CHILE;CHILE;875
2009;8;C0032;FRU0023;CHILE;CHILE;474
2009;8;C0085;FRU0006;CHILE;CHILE;665
2009;8;C0085;FRU0023;CHILE;CHILE;1662
2009;8;C0085;FRU0004;CHILE;CHILE;1330
2009;8;C0085;FRU0021;CHILE;CHILE;2999
2009;8;C0085;FRU0016;CHILE;CHILE;665
2009;8;C0085;FRU0003;CHILE;CHILE;2593
2009;8;C0085;FRU0003;CHILE;CHILE;4004
2009;8;C0085;FRU0002;CHILE;CHILE;1296
2009;8;C0085;FRU0034;CHILE;CHILE;2355
2009;8;C0085;FRU0019;CHILE;CHILE;648
2009;8;C0085;FRU0059;CHILE;CHILE;4711
2009;8;C0085;FRU0030;CHILE;CHILE;3241
2009;8;C0085;FRU0058;CHILE;CHILE;8008
2009;8;C0085;FRU0018;CHILE;CHILE;1945
2009;8;C0085;FRU0065;CHILE;CHILE;1945
2009;8;C0085;FRU0021;CHILE;CHILE;1199
2009;8;C0085;FRU0037;CHILE;CHILE;3241
2009;8;C0085;FRU0023;CHILE;CHILE;3748
2009;8;C0085;FRU0006;CHILE;CHILE;2999
2009;8;C0085;FRU0015;CHILE;CHILE;1177
2009;8;C0085;FRU0002;CHILE;CHILE;2650
2009;8;C0032;FRU0015;CHILE;CHILE;350
2009;8;C0032;FRU0002;CHILE;CHILE;700
2009;8;C0032;FRU0003;CHILE;CHILE;350
2009;8;C0032;FRU0023;CHILE;CHILE;350
2009;8;C0032;FRU0032;CHILE;CHILE;175
2009;8;C0032;FRU0003;CHILE;CHILE;196
2009;8;C0032;FRU0030;CHILE;CHILE;196
2009;8;C0032;FRU0002;CHILE;CHILE;196
2009;8;C0032;FRU0018;CHILE;CHILE;98
2009;8;C0032;FRU0034;CHILE;CHILE;175
2009;8;C0066;FRU0039;CHILE;CHILE;655
2009;9;C0031;FRU0021;CHILE;CHILE;223
2009;9;C0031;FRU0004;CHILE;CHILE;133
2009;9;C0031;FRU0023;CHILE;CHILE;447
2009;9;C0031;FRU0006;CHILE;CHILE;85
2009;9;C0031;FRU0059;CHILE;CHILE;553
2009;9;C0031;FRU0058;CHILE;CHILE;639
2009;9;C0031;FRU0006;CHILE;CHILE;178
2009;9;C0031;FRU0003;CHILE;CHILE;725
2009;9;C0031;FRU0039;CHILE;CHILE;612
2009;9;C0031;FRU0038;CHILE;CHILE;42
2009;9;C0031;FRU0034;CHILE;CHILE;426
2009;9;C0031;FRU0003;CHILE;CHILE;42
2009;9;C0035;FRU0007;CHILE;CHILE;1291
2009;9;C0035;FRU0041;CHILE;CHILE;2153
2009;9;C0036;FRU0039;CHILE;CHILE;877
2009;9;C0036;FRU0015;CHILE;CHILE;361
2009;9;C0036;FRU0002;CHILE;CHILE;295
2009;9;C0036;FRU0016;CHILE;CHILE;109
2009;9;C0036;FRU0023;CHILE;CHILE;334
2009;9;C0036;FRU0023;CHILE;CHILE;361
2009;9;C0036;FRU0058;CHILE;CHILE;769
2009;9;C0121;FRU0059;CHILE;CHILE;439
2009;9;C0121;FRU0004;CHILE;CHILE;356
2009;9;C0121;FRU0023;CHILE;CHILE;356
2009;9;C0121;FRU0006;CHILE;CHILE;311
2009;9;C0123;FRU0010;CHILE;CHILE;31118
2009;9;C0032;FRU0041;CHILE;CHILE;2691
2009;9;C0032;FRU0023;CHILE;CHILE;703
2009;9;C0032;FRU0058;CHILE;CHILE;2107
2009;9;C0032;FRU0002;CHILE;CHILE;702
2009;9;C0032;FRU0017;CHILE;CHILE;196
2009;9;C0032;FRU0030;CHILE;CHILE;493
2009;9;C0032;FRU0002;CHILE;CHILE;493
2009;9;C0032;FRU0067;CHILE;CHILE;197
2009;9;C0032;FRU0004;CHILE;CHILE;2145
2009;9;C0032;FRU0039;CHILE;CHILE;1362
2009;9;C0032;FRU0015;CHILE;CHILE;702
2009;9;C0032;FRU0009;CHILE;CHILE;702
2009;9;C0032;FRU0032;CHILE;CHILE;351
2009;9;C0032;FRU0034;CHILE;CHILE;1054
2009;9;C0032;FRU0003;CHILE;CHILE;296
2009;9;C0032;FRU0018;CHILE;CHILE;296
2009;9;C0032;FRU0003;CHILE;CHILE;351
2009;9;C0032;FRU0023;CHILE;CHILE;715
2009;9;C0032;FRU0021;CHILE;CHILE;953
2009;9;C0032;FRU0009;CHILE;CHILE;238
2009;9;C0032;FRU0065;CHILE;CHILE;98
2009;9;C0032;FRU0036;CHILE;CHILE;98
2009;9;C0085;FRU0034;CHILE;CHILE;2366
2009;9;C0085;FRU0002;CHILE;CHILE;1628
2009;9;C0085;FRU0019;CHILE;CHILE;325
2009;9;C0085;FRU0038;CHILE;CHILE;354
2009;9;C0085;FRU0059;CHILE;CHILE;11829
2009;9;C0085;FRU0030;CHILE;CHILE;1953
2009;9;C0085;FRU0058;CHILE;CHILE;15379
2009;9;C0085;FRU0003;CHILE;CHILE;3256
2009;9;C0085;FRU0017;CHILE;CHILE;878
2009;9;C0085;FRU0065;CHILE;CHILE;977
2009;9;C0085;FRU0006;CHILE;CHILE;668
2009;9;C0085;FRU0023;CHILE;CHILE;1670
2009;9;C0085;FRU0004;CHILE;CHILE;1336
2009;9;C0085;FRU0021;CHILE;CHILE;1336
2009;9;C0085;FRU0016;CHILE;CHILE;668
2009;9;C0085;FRU0019;CHILE;CHILE;1954
2009;9;C0085;FRU0037;CHILE;CHILE;3256
2009;9;C0085;FRU0077;CHILE;CHILE;3908
2009;9;C0085;FRU0015;CHILE;CHILE;3615
2009;9;C0085;FRU0019;CHILE;CHILE;2605
2009;9;C0085;FRU0041;CHILE;CHILE;2153
2009;9;C0085;FRU0067;CHILE;CHILE;651
2009;9;C0085;FRU0023;CHILE;CHILE;1446
2009;9;C0085;FRU0003;CHILE;CHILE;887
2009;9;C0085;FRU0018;CHILE;CHILE;1628
2009;9;C0085;FRU0009;CHILE;CHILE;395
2009;9;C0085;FRU0028;CHILE;CHILE;488
2009;9;C0032;FRU0006;CHILE;CHILE;351
2009;10;C0085;FRU0030;CHILE;CHILE;2891
2009;10;C0085;FRU0034;CHILE;CHILE;6525
2009;10;C0085;FRU0023;CHILE;CHILE;2240
