Año;Mes;CodCliente;codproducto;mercado;Pais;MontoUSD
2006;8;C0031;FRU0164;CHILE;CHILE;483
2006;8;C0031;FRU0165;CHILE;CHILE;725
2006;8;C0032;FRU0171;CHILE;CHILE;3355
2006;8;C0032;FRU0167;CHILE;CHILE;322
2006;8;C0035;FRU0164;CHILE;CHILE;557
2006;8;C0035;FRU0167;CHILE;CHILE;167
2006;8;C0035;FRU0056;CHILE;CHILE;111
2006;8;C0035;FRU0165;CHILE;CHILE;55
2006;8;C0035;FRU0060;CHILE;CHILE;111
2006;8;C0035;FRU0172;CHILE;CHILE;223
2006;8;C0035;FRU0168;CHILE;CHILE;735
2006;8;C0035;FRU0171;CHILE;CHILE;446
2006;8;C0031;FRU0168;CHILE;CHILE;2073
2006;8;C0031;FRU0171;CHILE;CHILE;891
2006;8;C0031;FRU0161;CHILE;CHILE;100
2006;9;C0030;FRU0061;CHILE;CHILE;491
2006;9;C0030;FRU0171;CHILE;CHILE;350
2006;9;C0030;FRU0170;CHILE;CHILE;261
2006;9;C0030;FRU0039;CHILE;CHILE;43
2006;9;C0030;FRU0060;CHILE;CHILE;436
2006;9;C0030;FRU0173;CHILE;CHILE;348
2006;9;C0030;FRU0164;CHILE;CHILE;137
2006;9;C0030;FRU0165;CHILE;CHILE;458
2006;9;C0030;FRU0172;CHILE;CHILE;872
2006;9;C0030;FRU0168;CHILE;CHILE;1882
2006;9;C0030;FRU0025;CHILE;CHILE;430
2006;9;C0030;FRU0056;CHILE;CHILE;45
2006;9;C0030;FRU0167;CHILE;CHILE;137
2006;9;C0032;FRU0039;CHILE;CHILE;1826
2006;9;C0032;FRU0163;CHILE;CHILE;48
2006;9;C0032;FRU0065;CHILE;CHILE;1653
2006;9;C0032;FRU0062;CHILE;CHILE;1033
2006;9;C0034;FRU0060;CHILE;CHILE;873
2006;9;C0034;FRU0041;CHILE;CHILE;1383
2006;9;C0031;FRU0168;CHILE;CHILE;1039
2006;9;C0031;FRU0172;CHILE;CHILE;670
2006;9;C0031;FRU0170;CHILE;CHILE;804
2006;9;C0031;FRU0173;CHILE;CHILE;268
2006;9;C0031;FRU0060;CHILE;CHILE;402
2006;9;C0031;FRU0062;CHILE;CHILE;301
2006;9;C0031;FRU0174;CHILE;CHILE;150
2006;9;C0031;FRU0065;CHILE;CHILE;150
2006;9;C0031;FRU0175;CHILE;CHILE;301
2006;9;C0031;FRU0161;CHILE;CHILE;90
2006;9;C0031;FRU0176;CHILE;CHILE;150
2006;9;C0031;FRU0169;CHILE;CHILE;150
2006;9;C0031;FRU0162;CHILE;CHILE;804
2006;9;C0031;FRU0167;CHILE;CHILE;363
2006;9;C0031;FRU0056;CHILE;CHILE;181
2006;9;C0031;FRU0165;CHILE;CHILE;545
2006;9;C0031;FRU0177;CHILE;CHILE;160
2006;9;C0031;FRU0163;CHILE;CHILE;545
2006;10;C0030;FRU0061;CHILE;CHILE;71
2006;10;C0030;FRU0171;CHILE;CHILE;214
2006;10;C0030;FRU0178;CHILE;CHILE;133
2006;10;C0030;FRU0165;CHILE;CHILE;327
2006;10;C0030;FRU0170;CHILE;CHILE;267
2006;10;C0030;FRU0177;CHILE;CHILE;89
2006;10;C0030;FRU0060;CHILE;CHILE;134
2006;10;C0030;FRU0173;CHILE;CHILE;89
2006;10;C0030;FRU0172;CHILE;CHILE;223
2006;10;C0030;FRU0025;CHILE;CHILE;287
2006;10;C0035;FRU0167;CHILE;CHILE;285
2006;10;C0035;FRU0165;CHILE;CHILE;285
2006;10;C0035;FRU0172;CHILE;CHILE;171
2006;10;C0035;FRU0171;CHILE;CHILE;274
2006;10;C0035;FRU0168;CHILE;CHILE;377
2006;10;C0035;FRU0170;CHILE;CHILE;400
2006;10;C0035;FRU0164;CHILE;CHILE;114
2006;10;C0032;FRU0161;CHILE;CHILE;646
2006;10;C0032;FRU0163;CHILE;CHILE;1058
2006;10;C0032;FRU0056;CHILE;CHILE;1124
2006;10;C0032;FRU0065;CHILE;CHILE;1292
2006;10;C0032;FRU0062;CHILE;CHILE;5140
2006;10;C0032;FRU0172;CHILE;CHILE;879
2006;10;C0032;FRU0175;CHILE;CHILE;969
2006;10;C0032;FRU0061;CHILE;CHILE;1029
2006;10;C0032;FRU0170;CHILE;CHILE;6743
2006;10;C0032;FRU0165;CHILE;CHILE;1984
2006;10;C0031;FRU0172;CHILE;CHILE;915
2006;10;C0031;FRU0170;CHILE;CHILE;1281
2006;10;C0031;FRU0173;CHILE;CHILE;219
2006;10;C0031;FRU0060;CHILE;CHILE;732
2006;10;C0031;FRU0178;CHILE;CHILE;366
2006;10;C0031;FRU0177;CHILE;CHILE;219
2006;10;C0031;FRU0062;CHILE;CHILE;308
2006;10;C0031;FRU0065;CHILE;CHILE;205
2006;10;C0031;FRU0175;CHILE;CHILE;308
2006;10;C0031;FRU0167;CHILE;CHILE;496
2006;10;C0031;FRU0165;CHILE;CHILE;992
2006;11;C0030;FRU0061;CHILE;CHILE;285
2006;11;C0030;FRU0171;CHILE;CHILE;213
2006;11;C0030;FRU0060;CHILE;CHILE;221
2006;11;C0030;FRU0173;CHILE;CHILE;310
2006;11;C0030;FRU0165;CHILE;CHILE;139
2006;11;C0030;FRU0167;CHILE;CHILE;93
2006;11;C0030;FRU0172;CHILE;CHILE;310
2006;11;C0030;FRU0179;CHILE;CHILE;636
2006;11;C0032;FRU0170;CHILE;CHILE;4968
2006;11;C0032;FRU0175;CHILE;CHILE;806
2006;11;C0032;FRU0172;CHILE;CHILE;1170
2006;11;C0032;FRU0169;CHILE;CHILE;322
2006;11;C0032;FRU0162;CHILE;CHILE;292
2006;11;C0032;FRU0173;CHILE;CHILE;1756
2006;11;C0032;FRU0165;CHILE;CHILE;990
2006;11;C0032;FRU0168;CHILE;CHILE;1883
2006;11;C0032;FRU0167;CHILE;CHILE;396
2006;11;C0031;FRU0168;CHILE;CHILE;2123
2006;11;C0031;FRU0171;CHILE;CHILE;913
2006;11;C0031;FRU0180;CHILE;CHILE;730
2006;11;C0032;FRU0164;CHILE;CHILE;1326
2006;11;C0032;FRU0163;CHILE;CHILE;663
2006;11;C0065;FRU0168;CHILE;CHILE;766
2006;11;C0065;FRU0060;CHILE;CHILE;611
2006;11;C0065;FRU0172;CHILE;CHILE;611
2006;11;C0065;FRU0173;CHILE;CHILE;611
2006;11;C0065;FRU0180;CHILE;CHILE;547
2006;11;C0065;FRU0181;CHILE;CHILE;359
2006;11;C0065;FRU0165;CHILE;CHILE;718
2006;11;C0065;FRU0171;CHILE;CHILE;547
2006;11;C0065;FRU0058;CHILE;CHILE;611
2006;11;C0031;FRU0083;CHILE;CHILE;108
2006;11;C0031;FRU0173;CHILE;CHILE;217
2006;11;C0031;FRU0177;CHILE;CHILE;217
2006;11;C0031;FRU0174;CHILE;CHILE;122
2006;11;C0031;FRU0065;CHILE;CHILE;204
2006;11;C0031;FRU0175;CHILE;CHILE;204
2006;11;C0031;FRU0161;CHILE;CHILE;122
2006;11;C0031;FRU0176;CHILE;CHILE;122
2006;11;C0031;FRU0182;CHILE;CHILE;725
2006;11;C0031;FRU0181;CHILE;CHILE;295
2006;11;C0031;FRU0165;CHILE;CHILE;737
2006;11;C0031;FRU0057;CHILE;CHILE;108
2006;11;C0031;FRU0018;CHILE;CHILE;108
2006;11;C0031;FRU0079;CHILE;CHILE;108
2006;11;C0031;FRU0061;CHILE;CHILE;108
2006;11;C0031;FRU0169;CHILE;CHILE;326
2006;11;C0035;FRU0170;CHILE;CHILE;396
2006;11;C0035;FRU0172;CHILE;CHILE;170
2006;11;C0035;FRU0060;CHILE;CHILE;226
2006;11;C0035;FRU0165;CHILE;CHILE;170
2006;11;C0035;FRU0181;CHILE;CHILE;56
2006;11;C0035;FRU0171;CHILE;CHILE;181
2006;11;C0035;FRU0168;CHILE;CHILE;1496
2006;11;C0035;FRU0179;CHILE;CHILE;2244
2006;11;C0035;FRU0061;CHILE;CHILE;1269
2006;11;C0035;FRU0180;CHILE;CHILE;1813
2006;11;C0032;FRU0065;CHILE;CHILE;2795
2006;11;C0032;FRU0183;CHILE;CHILE;1397
2006;11;C0032;FRU0176;CHILE;CHILE;1118
2006;12;C0031;FRU0178;CHILE;CHILE;1104
2006;12;C0031;FRU0172;CHILE;CHILE;1847
2006;12;C0031;FRU0173;CHILE;CHILE;899
2006;12;C0031;FRU0060;CHILE;CHILE;1531
2006;12;C0031;FRU0170;CHILE;CHILE;1703
2006;12;C0031;FRU0177;CHILE;CHILE;646
2006;12;C0031;FRU0171;CHILE;CHILE;670
2006;12;C0031;FRU0180;CHILE;CHILE;670
2006;12;C0031;FRU0183;CHILE;CHILE;376
2006;12;C0031;FRU0179;CHILE;CHILE;1558
2006;12;C0031;FRU0182;CHILE;CHILE;402
2006;12;C0031;FRU0167;CHILE;CHILE;909
2006;12;C0031;FRU0181;CHILE;CHILE;544
2006;12;C0031;FRU0165;CHILE;CHILE;727
2006;12;C0032;FRU0060;CHILE;CHILE;9960
2006;12;C0032;FRU0170;CHILE;CHILE;2988
2006;12;C0032;FRU0173;CHILE;CHILE;6723
2006;12;C0032;FRU0171;CHILE;CHILE;1028
2006;12;C0032;FRU0167;CHILE;CHILE;264
2006;12;C0032;FRU0179;CHILE;CHILE;3771
2006;12;C0032;FRU0184;CHILE;CHILE;968
2006;12;C0032;FRU0182;CHILE;CHILE;468
2006;12;C0032;FRU0169;CHILE;CHILE;968
2006;12;C0032;FRU0183;CHILE;CHILE;1690
2006;12;C0032;FRU0176;CHILE;CHILE;1690
2006;12;C0032;FRU0065;CHILE;CHILE;2818
2006;12;C0032;FRU0180;CHILE;CHILE;1542
2006;12;C0034;FRU0056;CHILE;CHILE;838
2006;12;C0034;FRU0165;CHILE;CHILE;2515
2006;12;C0034;FRU0060;CHILE;CHILE;1747
2006;12;C0034;FRU0181;CHILE;CHILE;838
2006;12;C0031;FRU0065;CHILE;CHILE;226
2006;12;C0031;FRU0175;CHILE;CHILE;226
2006;12;C0031;FRU0184;CHILE;CHILE;226
2006;12;C0031;FRU0176;CHILE;CHILE;226
2006;12;C0031;FRU0169;CHILE;CHILE;226
2006;12;C0035;FRU0179;CHILE;CHILE;1106
2006;12;C0035;FRU0171;CHILE;CHILE;1006
2006;12;C0035;FRU0170;CHILE;CHILE;167
2006;12;C0035;FRU0172;CHILE;CHILE;167
2006;12;C0035;FRU0180;CHILE;CHILE;1341
2006;12;C0033;FRU0025;CHILE;CHILE;2200
2006;1;C0015;FRU0037;LATINOAMERICA;BRASIL;4784
2006;1;C0015;FRU0006;LATINOAMERICA;BRASIL;1750
2006;1;C0015;FRU0040;LATINOAMERICA;BRASIL;1560
2006;1;C0015;FRU0023;LATINOAMERICA;BRASIL;1500
2006;1;C0011;FRU0038;EUROPA;ALEMANIA;267
